TaskID,SourceRegion,TargetRegion,StartHour,EndHour,NetworkLatency_ms,GPU_Demand,TaskType
13078,RegionE,RegionE,1919.0,1921.55,5.0,12.0,BatchInference
13079,RegionA,RegionA,150.0,153.48333333333332,5.0,7.0,RealTimeInference
13080,RegionA,RegionA,264.0,269.4833333333333,5.0,15.0,BatchInference
13081,RegionB,RegionB,416.0,419.75,5.0,15.0,BatchInference
13082,RegionB,RegionB,1886.0,1888.1166666666663,5.0,1.0,RealTimeInference
13083,RegionB,RegionB,250.0,251.4333333333333,5.0,2.0,RealTimeInference
13084,RegionF,RegionF,1899.0,1901.1833333333332,5.0,98.0,AITraining
13085,RegionE,RegionE,1481.0,1485.45,5.0,5.0,RealTimeInference
13086,RegionA,RegionA,1079.0,1084.0333333333333,5.0,4.0,BatchInference
13087,RegionD,RegionD,1968.0,1974.1333333333332,5.0,104.0,AITraining
13088,RegionD,RegionD,941.0,945.4833333333332,5.0,45.0,AITraining
13089,RegionC,RegionC,250.0,254.21666666666667,5.0,22.0,BatchInference
13090,RegionC,RegionC,400.0,400.55,5.0,7.0,RealTimeInference
13091,RegionE,RegionE,1302.0,1305.1666666666667,5.0,21.0,BatchInference
13092,RegionF,RegionF,934.0,939.95,5.0,16.0,BatchInference
13093,RegionD,RegionD,65.0,66.11666666666666,5.0,53.0,AITraining
13094,RegionA,RegionA,1811.0,1813.05,5.0,4.0,RealTimeInference
13095,RegionC,RegionC,298.0,303.95,5.0,21.0,BatchInference
13096,RegionD,RegionD,2061.0,2062.45,5.0,23.0,BatchInference
13097,RegionE,RegionE,1880.0,1880.8666666666663,5.0,17.0,BatchInference
13098,RegionF,RegionF,741.0,742.1333333333333,5.0,111.0,AITraining
13099,RegionA,RegionA,204.0,207.28333333333333,5.0,12.0,BatchInference
13100,RegionA,RegionA,2304.0,2307.266666666667,5.0,5.0,RealTimeInference
13101,RegionB,RegionB,1361.0,1364.95,5.0,2.0,RealTimeInference
13102,RegionC,RegionC,1615.0,1619.9166666666667,5.0,7.0,BatchInference
13103,RegionE,RegionE,2163.0,2167.6,5.0,117.0,AITraining
13104,RegionE,RegionE,604.0,605.25,5.0,16.0,BatchInference
13105,RegionF,RegionF,761.0,761.55,5.0,6.0,BatchInference
13106,RegionC,RegionC,2114.0,2116.9,5.0,92.0,AITraining
13107,RegionB,RegionB,187.0,189.21666666666667,5.0,14.0,BatchInference
13108,RegionC,RegionC,1706.0,1711.9666666666667,5.0,17.0,BatchInference
13109,RegionD,RegionD,1026.0,1027.1166666666666,5.0,23.0,BatchInference
13110,RegionC,RegionC,42.0,43.35,5.0,3.0,RealTimeInference
13111,RegionF,RegionF,1545.0,1546.7833333333333,5.0,18.0,BatchInference
13112,RegionA,RegionA,847.0,848.5,5.0,88.0,AITraining
13113,RegionA,RegionA,1958.0,1958.2333333333331,5.0,1.0,RealTimeInference
13114,RegionB,RegionB,845.0,849.8833333333333,5.0,6.0,RealTimeInference
13115,RegionC,RegionC,852.0,853.6,5.0,9.0,BatchInference
13116,RegionE,RegionE,2246.0,2250.833333333333,5.0,33.0,AITraining
13117,RegionE,RegionE,1949.0,1950.5333333333333,5.0,8.0,BatchInference
13118,RegionF,RegionF,566.0,568.4,5.0,16.0,BatchInference
13119,RegionA,RegionA,513.0,519.45,5.0,17.0,BatchInference
13120,RegionA,RegionA,2166.0,2169.9333333333334,5.0,3.0,RealTimeInference
13121,RegionC,RegionC,2064.0,2068.483333333333,5.0,7.0,BatchInference
13122,RegionD,RegionD,213.0,218.86666666666667,5.0,21.0,BatchInference
13123,RegionD,RegionD,123.0,125.0,5.0,15.0,BatchInference
13124,RegionE,RegionE,2117.0,2121.25,5.0,16.0,BatchInference
13125,RegionA,RegionA,1611.0,1617.35,5.0,37.0,AITraining
13126,RegionD,RegionD,957.0,959.2,5.0,56.0,AITraining
13127,RegionA,RegionA,235.0,237.26666666666668,5.0,1.0,RealTimeInference
13128,RegionD,RegionD,1370.0,1375.3333333333333,5.0,112.0,AITraining
13129,RegionD,RegionD,963.0,967.5666666666668,5.0,9.0,BatchInference
13130,RegionE,RegionE,24.0,30.55,5.0,13.0,BatchInference
13131,RegionF,RegionF,104.0,109.1,5.0,19.0,BatchInference
13132,RegionB,RegionB,2149.0,2151.233333333333,5.0,82.0,AITraining
13133,RegionD,RegionD,593.0,599.6333333333333,5.0,32.0,AITraining
13134,RegionC,RegionC,819.0,824.0,5.0,4.0,BatchInference
13135,RegionE,RegionE,1712.0,1712.7833333333333,5.0,24.0,AITraining
13136,RegionE,RegionE,343.0,348.28333333333336,5.0,120.0,AITraining
13137,RegionE,RegionE,1840.0,1844.1166666666663,5.0,22.0,BatchInference
13138,RegionA,RegionA,1054.0,1059.2166666666667,5.0,13.0,BatchInference
13139,RegionA,RegionA,1287.0,1287.7833333333333,5.0,7.0,RealTimeInference
13140,RegionA,RegionA,1317.0,1317.9166666666667,5.0,4.0,RealTimeInference
13141,RegionC,RegionC,1844.0,1847.8166666666664,5.0,21.0,BatchInference
13142,RegionB,RegionB,1940.0,1943.5166666666669,5.0,1.0,RealTimeInference
13143,RegionF,RegionF,1897.0,1897.7833333333333,5.0,81.0,AITraining
13144,RegionF,RegionF,1388.0,1388.4166666666667,5.0,12.0,BatchInference
13145,RegionA,RegionA,1043.0,1049.3166666666666,5.0,18.0,BatchInference
13146,RegionA,RegionA,1787.0,1789.6833333333334,5.0,6.0,RealTimeInference
13147,RegionB,RegionB,113.0,114.6,5.0,1.0,RealTimeInference
13148,RegionB,RegionB,2158.0,2164.2,5.0,5.0,RealTimeInference
13149,RegionD,RegionD,602.0,607.5,5.0,16.0,BatchInference
13150,RegionC,RegionC,1953.0,1958.8666666666663,5.0,4.0,RealTimeInference
13151,RegionF,RegionF,1648.0,1652.6333333333334,5.0,2.0,RealTimeInference
13152,RegionC,RegionC,533.0,534.45,5.0,109.0,AITraining
13153,RegionB,RegionB,844.0,846.2333333333333,5.0,14.0,BatchInference
13154,RegionB,RegionB,244.0,249.31666666666663,5.0,6.0,RealTimeInference
13155,RegionE,RegionE,721.0,724.9,5.0,121.0,AITraining
13156,RegionC,RegionC,603.0,605.7,5.0,2.0,RealTimeInference
13157,RegionF,RegionF,423.0,428.95,5.0,7.0,BatchInference
13158,RegionA,RegionA,307.0,310.3333333333333,5.0,5.0,RealTimeInference
13159,RegionB,RegionB,1519.0,1522.5,5.0,8.0,BatchInference
13160,RegionD,RegionD,2007.0,2008.0166666666669,5.0,114.0,AITraining
13161,RegionC,RegionC,494.0,499.15,5.0,17.0,BatchInference
13162,RegionD,RegionD,436.0,436.3,5.0,10.0,BatchInference
13163,RegionE,RegionE,673.0,675.4333333333333,5.0,15.0,BatchInference
13164,RegionF,RegionF,1206.0,1208.5666666666666,5.0,7.0,RealTimeInference
13165,RegionA,RegionA,2224.0,2225.616666666667,5.0,1.0,RealTimeInference
13166,RegionB,RegionB,467.0,467.7,5.0,18.0,BatchInference
13167,RegionC,RegionC,1098.0,1101.9166666666667,5.0,18.0,BatchInference
13168,RegionE,RegionE,1655.0,1657.0166666666669,5.0,76.0,AITraining
13169,RegionE,RegionE,2266.0,2271.2166666666667,5.0,97.0,AITraining
13170,RegionC,RegionC,132.0,134.11666666666667,5.0,6.0,RealTimeInference
13171,RegionA,RegionA,719.0,723.2,5.0,23.0,BatchInference
13172,RegionA,RegionA,1740.0,1746.3833333333334,5.0,5.0,RealTimeInference
13173,RegionD,RegionD,32.0,38.46666666666667,5.0,36.0,AITraining
13174,RegionB,RegionB,2394.0,2394.1666666666665,5.0,6.0,RealTimeInference
13175,RegionC,RegionC,766.0,767.2166666666667,5.0,6.0,RealTimeInference
13176,RegionC,RegionC,738.0,743.4333333333333,5.0,1.0,RealTimeInference
13177,RegionF,RegionF,1692.0,1693.65,5.0,123.0,AITraining
13178,RegionC,RegionC,2251.0,2255.3166666666666,5.0,19.0,AITraining
13179,RegionA,RegionA,391.0,393.6333333333333,5.0,4.0,RealTimeInference
13180,RegionC,RegionC,755.0,761.1833333333333,5.0,7.0,BatchInference
13181,RegionE,RegionE,1628.0,1631.6833333333334,5.0,124.0,AITraining
13182,RegionD,RegionD,2029.0,2030.6833333333332,5.0,13.0,BatchInference
13183,RegionC,RegionC,248.0,251.06666666666663,5.0,2.0,RealTimeInference
13184,RegionA,RegionA,2237.0,2240.0666666666666,5.0,4.0,BatchInference
13185,RegionA,RegionA,292.0,292.7333333333333,5.0,1.0,RealTimeInference
13186,RegionB,RegionB,1902.0,1903.0833333333333,5.0,22.0,BatchInference
13187,RegionB,RegionB,884.0,889.3,5.0,5.0,RealTimeInference
13188,RegionB,RegionB,1638.0,1639.9,5.0,5.0,RealTimeInference
13189,RegionC,RegionC,1825.0,1826.9166666666667,5.0,6.0,RealTimeInference
13190,RegionE,RegionE,1402.0,1406.6,5.0,3.0,RealTimeInference
13191,RegionB,RegionB,44.0,49.2,5.0,66.0,AITraining
13192,RegionA,RegionA,1192.0,1197.9666666666667,5.0,3.0,RealTimeInference
13193,RegionD,RegionD,812.0,814.7333333333333,5.0,71.0,AITraining
13194,RegionB,RegionB,756.0,758.4333333333333,5.0,1.0,RealTimeInference
13195,RegionD,RegionD,1879.0,1883.2666666666669,5.0,21.0,BatchInference
13196,RegionC,RegionC,1039.0,1042.0833333333333,5.0,5.0,RealTimeInference
13197,RegionA,RegionA,1543.0,1548.1666666666667,5.0,7.0,BatchInference
13198,RegionD,RegionD,916.0,917.2,5.0,78.0,AITraining
13199,RegionA,RegionA,1804.0,1804.8166666666664,5.0,6.0,RealTimeInference
13200,RegionB,RegionB,2306.0,2307.083333333333,5.0,3.0,RealTimeInference
13201,RegionD,RegionD,1816.0,1817.8166666666664,5.0,15.0,BatchInference
13202,RegionE,RegionE,989.0,989.9666666666668,5.0,16.0,BatchInference
13203,RegionF,RegionF,21.0,22.4,5.0,116.0,AITraining
13204,RegionB,RegionB,910.0,912.8666666666668,5.0,78.0,AITraining
13205,RegionD,RegionD,133.0,139.2,5.0,26.0,AITraining
13206,RegionD,RegionD,1628.0,1630.95,5.0,126.0,AITraining
13207,RegionC,RegionC,1065.0,1065.9333333333334,5.0,19.0,BatchInference
13208,RegionC,RegionC,640.0,643.75,5.0,3.0,RealTimeInference
13209,RegionE,RegionE,2252.0,2257.5333333333333,5.0,9.0,BatchInference
13210,RegionF,RegionF,445.0,447.65,5.0,8.0,BatchInference
13211,RegionC,RegionC,896.0,901.1666666666666,5.0,46.0,AITraining
13212,RegionD,RegionD,921.0,927.4,5.0,29.0,AITraining
13213,RegionB,RegionB,1892.0,1897.8833333333332,5.0,7.0,RealTimeInference
13214,RegionE,RegionE,647.0,649.1,5.0,53.0,AITraining
13215,RegionE,RegionE,738.0,739.05,5.0,18.0,BatchInference
13216,RegionF,RegionF,356.0,362.1,5.0,70.0,AITraining
13217,RegionA,RegionA,2345.0,2348.75,5.0,7.0,RealTimeInference
13218,RegionA,RegionA,1587.0,1590.75,5.0,1.0,RealTimeInference
13219,RegionB,RegionB,1425.0,1425.8666666666666,5.0,3.0,RealTimeInference
13220,RegionE,RegionE,195.0,196.78333333333333,5.0,43.0,AITraining
13221,RegionD,RegionD,2306.0,2308.333333333333,5.0,9.0,BatchInference
13222,RegionE,RegionE,243.0,248.35,5.0,4.0,BatchInference
13223,RegionE,RegionE,1763.0,1766.6166666666666,5.0,7.0,RealTimeInference
13224,RegionC,RegionC,1719.0,1720.5,5.0,61.0,AITraining
13225,RegionB,RegionB,1618.0,1623.0,5.0,21.0,BatchInference
13226,RegionD,RegionD,1356.0,1360.8,5.0,119.0,AITraining
13227,RegionB,RegionB,1858.0,1862.3833333333332,5.0,7.0,RealTimeInference
13228,RegionC,RegionC,2264.0,2264.233333333333,5.0,6.0,RealTimeInference
13229,RegionF,RegionF,1244.0,1248.1,5.0,37.0,AITraining
13230,RegionA,RegionA,841.0,847.1166666666667,5.0,7.0,BatchInference
13231,RegionD,RegionD,2003.0,2005.8666666666663,5.0,44.0,AITraining
13232,RegionB,RegionB,1530.0,1533.9333333333334,5.0,23.0,BatchInference
13233,RegionB,RegionB,1854.0,1860.35,5.0,4.0,RealTimeInference
13234,RegionE,RegionE,2.0,4.583333333333334,5.0,73.0,AITraining
13235,RegionF,RegionF,2236.0,2241.35,5.0,109.0,AITraining
13236,RegionF,RegionF,1234.0,1238.3166666666666,5.0,10.0,BatchInference
13237,RegionA,RegionA,1714.0,1718.1166666666666,5.0,6.0,RealTimeInference
13238,RegionD,RegionD,2028.0,2034.55,5.0,25.0,AITraining
13239,RegionC,RegionC,1690.0,1695.7666666666669,5.0,19.0,BatchInference
13240,RegionB,RegionB,694.0,699.7833333333333,5.0,6.0,RealTimeInference
13241,RegionC,RegionC,2234.0,2235.383333333333,5.0,4.0,RealTimeInference
13242,RegionC,RegionC,423.0,423.51666666666665,5.0,1.0,RealTimeInference
13243,RegionA,RegionA,703.0,707.0666666666667,5.0,107.0,AITraining
13244,RegionD,RegionD,190.0,192.05,5.0,44.0,AITraining
13245,RegionA,RegionA,762.0,763.9666666666667,5.0,2.0,RealTimeInference
13246,RegionB,RegionB,1521.0,1525.7333333333331,5.0,3.0,RealTimeInference
13247,RegionD,RegionD,975.0,978.6333333333332,5.0,23.0,BatchInference
13248,RegionF,RegionF,133.0,139.01666666666668,5.0,109.0,AITraining
13249,RegionF,RegionF,1061.0,1065.4833333333331,5.0,11.0,BatchInference
13250,RegionB,RegionB,2344.0,2350.6,5.0,47.0,AITraining
13251,RegionA,RegionA,2395.0,2395.7833333333333,5.0,6.0,RealTimeInference
13252,RegionB,RegionB,710.0,715.35,5.0,6.0,RealTimeInference
13253,RegionB,RegionB,1427.0,1433.1833333333334,5.0,1.0,RealTimeInference
13254,RegionC,RegionC,1012.0,1016.0666666666668,5.0,5.0,RealTimeInference
13255,RegionC,RegionC,709.0,711.3166666666667,5.0,2.0,RealTimeInference
13256,RegionA,RegionA,687.0,692.5833333333334,5.0,4.0,RealTimeInference
13257,RegionA,RegionA,1464.0,1469.0666666666666,5.0,5.0,RealTimeInference
13258,RegionA,RegionA,166.0,166.21666666666667,5.0,7.0,RealTimeInference
13259,RegionB,RegionB,1532.0,1536.2833333333333,5.0,5.0,RealTimeInference
13260,RegionE,RegionE,1357.0,1358.3166666666666,5.0,97.0,AITraining
13261,RegionE,RegionE,243.0,245.61666666666667,5.0,14.0,BatchInference
13262,RegionD,RegionD,926.0,932.0666666666668,5.0,5.0,RealTimeInference
13263,RegionA,RegionA,1161.0,1165.5333333333333,5.0,19.0,BatchInference
13264,RegionB,RegionB,136.0,141.01666666666668,5.0,11.0,BatchInference
13265,RegionB,RegionB,1658.0,1660.9833333333331,5.0,4.0,RealTimeInference
13266,RegionE,RegionE,2065.0,2065.866666666667,5.0,59.0,AITraining
13267,RegionE,RegionE,2294.0,2297.8,5.0,62.0,AITraining
13268,RegionE,RegionE,852.0,853.5833333333334,5.0,14.0,BatchInference
13269,RegionF,RegionF,793.0,794.4833333333333,5.0,24.0,AITraining
13270,RegionA,RegionA,789.0,791.1166666666667,5.0,5.0,RealTimeInference
13271,RegionA,RegionA,1206.0,1210.4166666666667,5.0,4.0,RealTimeInference
13272,RegionB,RegionB,1614.0,1615.7666666666669,5.0,5.0,RealTimeInference
13273,RegionB,RegionB,1747.0,1750.25,5.0,4.0,RealTimeInference
13274,RegionC,RegionC,29.0,35.03333333333333,5.0,6.0,RealTimeInference
13275,RegionF,RegionF,109.0,114.51666666666668,5.0,94.0,AITraining
13276,RegionA,RegionA,2311.0,2314.9166666666665,5.0,14.0,BatchInference
13277,RegionD,RegionD,2205.0,2210.516666666667,5.0,120.0,AITraining
13278,RegionD,RegionD,944.0,948.0333333333332,5.0,127.0,AITraining
13279,RegionB,RegionB,517.0,518.15,5.0,4.0,RealTimeInference
13280,RegionD,RegionD,1106.0,1110.2833333333333,5.0,7.0,BatchInference
13281,RegionC,RegionC,662.0,665.8166666666667,5.0,6.0,RealTimeInference
13282,RegionF,RegionF,235.0,236.63333333333333,5.0,35.0,AITraining
13283,RegionA,RegionA,1365.0,1368.3666666666666,5.0,12.0,BatchInference
13284,RegionD,RegionD,1608.0,1610.0333333333333,5.0,114.0,AITraining
13285,RegionC,RegionC,548.0,552.8333333333334,5.0,14.0,BatchInference
13286,RegionB,RegionB,482.0,482.3333333333333,5.0,5.0,RealTimeInference
13287,RegionC,RegionC,994.0,997.5666666666668,5.0,6.0,RealTimeInference
13288,RegionE,RegionE,1644.0,1644.5666666666666,5.0,18.0,BatchInference
13289,RegionA,RegionA,308.0,310.2,5.0,1.0,RealTimeInference
13290,RegionA,RegionA,1883.0,1883.3333333333333,5.0,22.0,BatchInference
13291,RegionB,RegionB,1522.0,1527.3166666666666,5.0,13.0,BatchInference
13292,RegionC,RegionC,655.0,660.4666666666667,5.0,16.0,BatchInference
13293,RegionB,RegionB,60.0,64.5,5.0,4.0,RealTimeInference
13294,RegionE,RegionE,746.0,747.2,5.0,12.0,BatchInference
13295,RegionF,RegionF,1098.0,1102.8666666666666,5.0,71.0,AITraining
13296,RegionB,RegionB,380.0,380.26666666666665,5.0,83.0,AITraining
13297,RegionD,RegionD,832.0,838.1333333333333,5.0,61.0,AITraining
13298,RegionC,RegionC,1400.0,1404.35,5.0,19.0,BatchInference
13299,RegionE,RegionE,400.0,403.3666666666667,5.0,53.0,AITraining
13300,RegionE,RegionE,542.0,548.3333333333334,5.0,32.0,AITraining
13301,RegionC,RegionC,1620.0,1622.25,5.0,6.0,RealTimeInference
13302,RegionA,RegionA,311.0,314.7,5.0,9.0,BatchInference
13303,RegionD,RegionD,938.0,941.9,5.0,78.0,AITraining
13304,RegionA,RegionA,1972.0,1976.2666666666669,5.0,6.0,RealTimeInference
13305,RegionC,RegionC,950.0,954.0,5.0,11.0,BatchInference
13306,RegionE,RegionE,1641.0,1641.3,5.0,79.0,AITraining
13307,RegionC,RegionC,1734.0,1735.9333333333334,5.0,1.0,RealTimeInference
13308,RegionF,RegionF,1939.0,1942.9833333333331,5.0,6.0,BatchInference
13309,RegionA,RegionA,619.0,625.0,5.0,14.0,BatchInference
13310,RegionD,RegionD,2083.0,2087.55,5.0,99.0,AITraining
13311,RegionD,RegionD,1632.0,1634.8666666666666,5.0,57.0,AITraining
13312,RegionC,RegionC,1569.0,1574.0833333333333,5.0,16.0,BatchInference
13313,RegionC,RegionC,581.0,587.5,5.0,3.0,RealTimeInference
13314,RegionF,RegionF,104.0,107.26666666666668,5.0,19.0,AITraining
13315,RegionF,RegionF,1743.0,1745.6833333333334,5.0,33.0,AITraining
13316,RegionA,RegionA,1837.0,1842.3833333333332,5.0,3.0,RealTimeInference
13317,RegionA,RegionA,108.0,109.65,5.0,4.0,RealTimeInference
13318,RegionB,RegionB,2339.0,2339.25,5.0,1.0,RealTimeInference
13319,RegionE,RegionE,648.0,650.75,5.0,44.0,AITraining
13320,RegionF,RegionF,2183.0,2187.1,5.0,22.0,AITraining
13321,RegionF,RegionF,1291.0,1292.1,5.0,13.0,BatchInference
13322,RegionA,RegionA,1107.0,1107.6,5.0,7.0,RealTimeInference
13323,RegionA,RegionA,782.0,784.1333333333333,5.0,7.0,RealTimeInference
13324,RegionB,RegionB,433.0,437.45,5.0,3.0,RealTimeInference
13325,RegionB,RegionB,1449.0,1454.4,5.0,4.0,RealTimeInference
13326,RegionE,RegionE,943.0,946.45,5.0,118.0,AITraining
13327,RegionE,RegionE,1452.0,1453.3166666666666,5.0,18.0,BatchInference
13328,RegionF,RegionF,1301.0,1304.3666666666666,5.0,1.0,RealTimeInference
13329,RegionA,RegionA,1109.0,1111.75,5.0,1.0,RealTimeInference
13330,RegionA,RegionA,571.0,574.8,5.0,2.0,RealTimeInference
13331,RegionB,RegionB,2383.0,2383.8166666666666,5.0,1.0,RealTimeInference
13332,RegionE,RegionE,430.0,435.75,5.0,100.0,AITraining
13333,RegionD,RegionD,973.0,977.2666666666668,5.0,7.0,BatchInference
13334,RegionF,RegionF,202.0,204.65,5.0,20.0,AITraining
13335,RegionA,RegionA,1808.0,1809.8666666666663,5.0,125.0,AITraining
13336,RegionA,RegionA,1888.0,1892.0833333333333,5.0,18.0,BatchInference
13337,RegionD,RegionD,572.0,572.25,5.0,49.0,AITraining
13338,RegionC,RegionC,1909.0,1913.4333333333332,5.0,4.0,BatchInference
13339,RegionE,RegionE,519.0,523.25,5.0,126.0,AITraining
13340,RegionE,RegionE,1029.0,1030.45,5.0,10.0,BatchInference
13341,RegionE,RegionE,628.0,633.2666666666667,5.0,5.0,RealTimeInference
13342,RegionA,RegionA,2055.0,2060.4666666666667,5.0,3.0,RealTimeInference
13343,RegionD,RegionD,967.0,970.7333333333332,5.0,75.0,AITraining
13344,RegionD,RegionD,1041.0,1044.0166666666669,5.0,60.0,AITraining
13345,RegionE,RegionE,1316.0,1317.7333333333331,5.0,108.0,AITraining
13346,RegionE,RegionE,2210.0,2213.95,5.0,106.0,AITraining
13347,RegionC,RegionC,738.0,741.8,5.0,6.0,RealTimeInference
13348,RegionA,RegionA,30.0,32.016666666666666,5.0,94.0,AITraining
13349,RegionA,RegionA,2223.0,2229.266666666667,5.0,18.0,BatchInference
13350,RegionB,RegionB,2017.0,2022.1,5.0,21.0,BatchInference
13351,RegionB,RegionB,1767.0,1767.35,5.0,1.0,RealTimeInference
13352,RegionD,RegionD,1565.0,1567.6333333333334,5.0,5.0,BatchInference
13353,RegionF,RegionF,812.0,815.6,5.0,29.0,AITraining
13354,RegionE,RegionE,960.0,965.8333333333334,5.0,5.0,RealTimeInference
13355,RegionA,RegionA,2286.0,2290.35,5.0,2.0,RealTimeInference
13356,RegionB,RegionB,1451.0,1451.9166666666667,5.0,15.0,BatchInference
13357,RegionB,RegionB,1466.0,1467.25,5.0,6.0,RealTimeInference
13358,RegionE,RegionE,234.0,240.21666666666667,5.0,37.0,AITraining
13359,RegionC,RegionC,1393.0,1397.4166666666667,5.0,2.0,RealTimeInference
13360,RegionE,RegionE,2223.0,2225.55,5.0,7.0,BatchInference
13361,RegionA,RegionA,1187.0,1191.65,5.0,79.0,AITraining
13362,RegionA,RegionA,1126.0,1131.5833333333333,5.0,14.0,BatchInference
13363,RegionA,RegionA,2128.0,2132.233333333333,5.0,7.0,RealTimeInference
13364,RegionC,RegionC,2062.0,2063.016666666667,5.0,15.0,BatchInference
13365,RegionD,RegionD,2159.0,2162.05,5.0,22.0,BatchInference
13366,RegionF,RegionF,786.0,792.6333333333333,5.0,115.0,AITraining
13367,RegionF,RegionF,2217.0,2223.15,5.0,76.0,AITraining
13368,RegionA,RegionA,1313.0,1313.2666666666669,5.0,4.0,RealTimeInference
13369,RegionD,RegionD,1790.0,1794.8666666666666,5.0,76.0,AITraining
13370,RegionD,RegionD,1957.0,1959.6166666666663,5.0,44.0,AITraining
13371,RegionB,RegionB,1656.0,1662.3166666666666,5.0,6.0,RealTimeInference
13372,RegionC,RegionC,73.0,77.05,5.0,4.0,RealTimeInference
13373,RegionF,RegionF,2080.0,2082.2166666666667,5.0,54.0,AITraining
13374,RegionF,RegionF,1629.0,1635.5166666666669,5.0,22.0,BatchInference
13375,RegionA,RegionA,513.0,514.9166666666666,5.0,7.0,BatchInference
13376,RegionD,RegionD,2394.0,2396.383333333333,5.0,53.0,AITraining
13377,RegionB,RegionB,1484.0,1487.8666666666666,5.0,4.0,RealTimeInference
13378,RegionD,RegionD,887.0,889.3833333333333,5.0,11.0,BatchInference
13379,RegionF,RegionF,1306.0,1306.2666666666669,5.0,44.0,AITraining
13380,RegionF,RegionF,1528.0,1529.1833333333334,5.0,55.0,AITraining
13381,RegionA,RegionA,2398.0,2400.083333333333,5.0,6.0,RealTimeInference
13382,RegionB,RegionB,691.0,697.4666666666667,5.0,4.0,BatchInference
13383,RegionD,RegionD,651.0,653.0833333333334,5.0,57.0,AITraining
13384,RegionB,RegionB,751.0,757.1,5.0,5.0,RealTimeInference
13385,RegionD,RegionD,35.0,40.75,5.0,21.0,BatchInference
13386,RegionC,RegionC,2184.0,2190.4666666666667,5.0,7.0,RealTimeInference
13387,RegionF,RegionF,1444.0,1445.7,5.0,5.0,RealTimeInference
13388,RegionC,RegionC,1661.0,1664.5,5.0,74.0,AITraining
13389,RegionA,RegionA,1228.0,1228.95,5.0,3.0,RealTimeInference
13390,RegionC,RegionC,704.0,708.0,5.0,17.0,BatchInference
13391,RegionE,RegionE,1684.0,1687.7833333333333,5.0,110.0,AITraining
13392,RegionC,RegionC,1031.0,1033.0833333333333,5.0,3.0,RealTimeInference
13393,RegionC,RegionC,52.0,52.31666666666667,5.0,5.0,RealTimeInference
13394,RegionA,RegionA,694.0,694.25,5.0,5.0,RealTimeInference
13395,RegionA,RegionA,1006.0,1010.0666666666668,5.0,3.0,RealTimeInference
13396,RegionB,RegionB,357.0,360.2,5.0,22.0,BatchInference
13397,RegionC,RegionC,2333.0,2338.4,5.0,6.0,BatchInference
13398,RegionE,RegionE,716.0,716.8666666666667,5.0,69.0,AITraining
13399,RegionF,RegionF,46.0,48.91666666666666,5.0,26.0,AITraining
13400,RegionE,RegionE,1710.0,1711.9166666666667,5.0,7.0,RealTimeInference
13401,RegionA,RegionA,697.0,702.1833333333333,5.0,22.0,BatchInference
13402,RegionD,RegionD,1816.0,1817.5666666666664,5.0,58.0,AITraining
13403,RegionB,RegionB,550.0,555.9833333333333,5.0,1.0,RealTimeInference
13404,RegionD,RegionD,1632.0,1633.15,5.0,13.0,BatchInference
13405,RegionC,RegionC,1074.0,1080.4666666666667,5.0,3.0,RealTimeInference
13406,RegionE,RegionE,215.0,220.1833333333333,5.0,16.0,BatchInference
13407,RegionA,RegionA,1479.0,1482.0166666666669,5.0,93.0,AITraining
13408,RegionA,RegionA,795.0,798.1333333333333,5.0,7.0,BatchInference
13409,RegionA,RegionA,273.0,276.3666666666667,5.0,2.0,RealTimeInference
13410,RegionC,RegionC,1167.0,1172.1666666666667,5.0,8.0,BatchInference
13411,RegionE,RegionE,161.0,165.5,5.0,18.0,AITraining
13412,RegionC,RegionC,948.0,951.75,5.0,7.0,RealTimeInference
13413,RegionF,RegionF,306.0,310.26666666666665,5.0,122.0,AITraining
13414,RegionA,RegionA,345.0,350.55,5.0,5.0,RealTimeInference
13415,RegionD,RegionD,899.0,903.2166666666668,5.0,47.0,AITraining
13416,RegionB,RegionB,1518.0,1519.2666666666669,5.0,3.0,RealTimeInference
13417,RegionB,RegionB,2206.0,2208.233333333333,5.0,7.0,RealTimeInference
13418,RegionE,RegionE,727.0,732.5,5.0,103.0,AITraining
13419,RegionC,RegionC,656.0,659.2666666666667,5.0,3.0,RealTimeInference
13420,RegionA,RegionA,1899.0,1901.6333333333332,5.0,15.0,BatchInference
13421,RegionA,RegionA,355.0,355.8833333333333,5.0,3.0,RealTimeInference
13422,RegionD,RegionD,910.0,912.9833333333332,5.0,85.0,AITraining
13423,RegionC,RegionC,23.0,27.066666666666663,5.0,9.0,BatchInference
13424,RegionE,RegionE,191.0,193.95,5.0,126.0,AITraining
13425,RegionE,RegionE,87.0,91.73333333333332,5.0,16.0,BatchInference
13426,RegionF,RegionF,588.0,588.9833333333333,5.0,57.0,AITraining
13427,RegionA,RegionA,1990.0,1992.8,5.0,10.0,BatchInference
13428,RegionD,RegionD,152.0,155.18333333333334,5.0,91.0,AITraining
13429,RegionB,RegionB,1638.0,1642.0166666666669,5.0,16.0,BatchInference
13430,RegionC,RegionC,1639.0,1639.9833333333331,5.0,17.0,BatchInference
13431,RegionC,RegionC,1712.0,1717.1166666666666,5.0,1.0,RealTimeInference
13432,RegionC,RegionC,1941.0,1942.5666666666664,5.0,1.0,RealTimeInference
13433,RegionF,RegionF,531.0,531.75,5.0,5.0,BatchInference
13434,RegionA,RegionA,1152.0,1157.7666666666669,5.0,14.0,BatchInference
