TaskID,SourceRegion,TargetRegion,ArrivalHour,StartHour,EndHour,NetworkLatency_ms,GPU_Demand,TaskType
31539,RegionD,RegionD,2379,2379.0,2380.2833333333333,5.0,103.0,AITraining
31600,RegionB,RegionB,2376,2376.0,2381.05,5.0,3.0,RealTimeInference
31688,RegionF,RegionF,2391,2391.0,2392.9666666666667,5.0,21.0,BatchInference
31709,RegionD,RegionD,2387,2387.0,2389.4666666666667,5.0,44.0,AITraining
31710,RegionD,RegionD,2377,2377.0,2378.9,5.0,64.0,AITraining
31748,RegionA,RegionA,2393,2393.0,2398.5333333333333,5.0,4.0,RealTimeInference
31788,RegionD,RegionD,2379,2379.0,2384.8166666666666,5.0,81.0,AITraining
31953,RegionB,RegionB,2387,2387.0,2392.15,5.0,19.0,BatchInference
31955,RegionD,RegionD,2385,2385.0,2387.7833333333333,5.0,16.0,BatchInference
32107,RegionC,RegionC,2384,2384.0,2387.083333333333,5.0,3.0,RealTimeInference
32162,RegionA,RegionA,2389,2389.0,2390.9166666666665,5.0,2.0,RealTimeInference
32241,RegionD,RegionD,2395,2395.0,2395.233333333333,5.0,112.0,AITraining
32420,RegionD,RegionD,2388,2388.0,2393.7166666666667,5.0,19.0,BatchInference
32465,RegionB,RegionB,2386,2386.0,2388.4,5.0,6.0,RealTimeInference
32656,RegionE,RegionE,2387,2387.0,2392.633333333333,5.0,76.0,AITraining
32719,RegionA,RegionA,2387,2387.0,2388.8166666666666,5.0,3.0,RealTimeInference
32894,RegionF,RegionF,2382,2382.0,2383.5333333333333,5.0,70.0,AITraining
32917,RegionA,RegionA,2392,2392.0,2394.883333333333,5.0,2.0,RealTimeInference
33356,RegionB,RegionB,2387,2387.0,2390.366666666667,5.0,14.0,BatchInference
33418,RegionE,RegionE,2378,2378.0,2381.95,5.0,122.0,AITraining
33422,RegionB,RegionB,2376,2376.0,2382.1833333333334,5.0,9.0,BatchInference
33478,RegionE,RegionE,2384,2384.0,2386.6,5.0,6.0,BatchInference
33573,RegionB,RegionB,2391,2391.0,2392.4166666666665,5.0,21.0,BatchInference
33589,RegionE,RegionE,2387,2387.0,2391.7833333333333,5.0,22.0,BatchInference
33605,RegionB,RegionB,2386,2386.0,2387.5666666666666,5.0,9.0,BatchInference
33741,RegionF,RegionF,2379,2379.0,2383.3,5.0,9.0,BatchInference
33742,RegionA,RegionA,2376,2376.0,2378.583333333333,5.0,3.0,RealTimeInference
33770,RegionD,RegionD,2398,2398.0,2400.333333333333,5.0,88.0,AITraining
33779,RegionE,RegionE,2389,2389.0,2394.1,5.0,31.0,AITraining
33785,RegionD,RegionD,2386,2386.0,2387.866666666667,5.0,20.0,BatchInference
33839,RegionE,RegionE,2378,2378.0,2378.55,5.0,21.0,BatchInference
34117,RegionB,RegionB,2397,2397.0,2397.6666666666665,5.0,19.0,BatchInference
34149,RegionA,RegionA,2383,2383.0,2384.6666666666665,5.0,13.0,BatchInference
34201,RegionB,RegionB,2384,2384.0,2385.9333333333334,5.0,78.0,AITraining
34369,RegionD,RegionD,2385,2385.0,2389.9666666666667,5.0,18.0,BatchInference
34377,RegionF,RegionF,2383,2383.0,2383.733333333333,5.0,46.0,AITraining
34439,RegionA,RegionA,2394,2394.0,2399.0666666666666,5.0,2.0,RealTimeInference
34531,RegionB,RegionB,2390,2390.0,2395.766666666667,5.0,7.0,RealTimeInference
34647,RegionB,RegionB,2389,2389.0,2391.3,5.0,59.0,AITraining
34834,RegionE,RegionE,2383,2383.0,2386.616666666667,5.0,123.0,AITraining
34989,RegionA,RegionA,2381,2381.0,2384.366666666667,5.0,13.0,BatchInference
35013,RegionE,RegionE,2377,2377.0,2382.766666666667,5.0,9.0,BatchInference
35181,RegionB,RegionB,2391,2391.0,2395.2,5.0,4.0,RealTimeInference
35202,RegionC,RegionC,2381,2381.0,2383.9333333333334,5.0,5.0,RealTimeInference
35298,RegionA,RegionA,2383,2383.0,2387.3166666666666,5.0,6.0,RealTimeInference
35335,RegionF,RegionF,2376,2376.0,2379.2166666666667,5.0,34.0,AITraining
35450,RegionC,RegionC,2381,2381.0,2383.016666666667,5.0,14.0,BatchInference
35507,RegionA,RegionA,2381,2381.0,2382.8,5.0,18.0,BatchInference
35544,RegionC,RegionC,2387,2387.0,2390.4333333333334,5.0,7.0,RealTimeInference
35545,RegionF,RegionF,2388,2389.0,2390.383333333333,5.0,31.0,AITraining
35571,RegionF,RegionF,2385,2385.0,2387.1,5.0,111.0,AITraining
35783,RegionA,RegionA,2391,2391.0,2395.616666666667,5.0,3.0,RealTimeInference
36157,RegionD,RegionD,2396,2396.0,2396.7833333333333,5.0,86.0,AITraining
36175,RegionA,RegionA,2388,2388.0,2389.4,5.0,5.0,RealTimeInference
36260,RegionF,RegionF,2378,2378.0,2381.483333333333,5.0,85.0,AITraining
36369,RegionE,RegionE,2387,2387.0,2388.633333333333,5.0,70.0,AITraining
36438,RegionB,RegionB,2380,2380.0,2381.2166666666667,5.0,30.0,AITraining
36594,RegionE,RegionE,2377,2377.0,2378.516666666667,5.0,12.0,BatchInference
36634,RegionF,RegionF,2385,2385.0,2390.083333333333,5.0,7.0,RealTimeInference
36680,RegionF,RegionF,2387,2387.0,2392.983333333333,5.0,118.0,AITraining
36729,RegionC,RegionC,2388,2388.0,2394.4166666666665,5.0,9.0,BatchInference
36735,RegionB,RegionB,2387,2387.0,2391.5666666666666,5.0,2.0,RealTimeInference
36863,RegionF,RegionF,2394,2394.0,2394.516666666667,5.0,101.0,AITraining
36902,RegionE,RegionE,2389,2389.0,2394.516666666667,5.0,22.0,BatchInference
36934,RegionD,RegionD,2382,2382.0,2384.866666666667,5.0,6.0,BatchInference
37033,RegionC,RegionC,2390,2390.0,2394.883333333333,5.0,3.0,RealTimeInference
37062,RegionB,RegionB,2399,2399.0,2401.4666666666667,5.0,12.0,BatchInference
37078,RegionD,RegionD,2379,2379.0,2383.583333333333,5.0,14.0,BatchInference
37081,RegionA,RegionA,2397,2397.0,2401.45,5.0,17.0,BatchInference
37236,RegionE,RegionE,2378,2378.0,2382.8,5.0,21.0,BatchInference
37312,RegionB,RegionB,2383,2383.0,2389.55,5.0,17.0,BatchInference
37668,RegionD,RegionD,2392,2392.0,2396.116666666667,5.0,11.0,BatchInference
37688,RegionD,RegionD,2384,2384.0,2387.766666666667,5.0,6.0,BatchInference
37758,RegionD,RegionD,2398,2398.0,2402.7833333333333,5.0,25.0,AITraining
37834,RegionF,RegionF,2394,2394.0,2400.65,5.0,17.0,BatchInference
37857,RegionD,RegionD,2396,2396.0,2397.9166666666665,5.0,42.0,AITraining
37918,RegionD,RegionD,2383,2383.0,2385.366666666667,5.0,5.0,BatchInference
38021,RegionB,RegionB,2393,2393.0,2396.5333333333333,5.0,6.0,RealTimeInference
38165,RegionB,RegionB,2399,2399.0,2403.75,5.0,10.0,BatchInference
38208,RegionF,RegionF,2392,2392.0,2393.766666666667,5.0,122.0,AITraining
38408,RegionD,RegionD,2397,2397.0,2399.2833333333333,5.0,37.0,AITraining
38738,RegionE,RegionE,2381,2381.0,2386.983333333333,5.0,85.0,AITraining
38774,RegionA,RegionA,2396,2396.0,2396.55,5.0,4.0,RealTimeInference
38786,RegionA,RegionA,2396,2396.0,2402.633333333333,5.0,95.0,AITraining
38894,RegionE,RegionE,2399,2399.0,2405.15,5.0,115.0,AITraining
38937,RegionB,RegionB,2391,2391.0,2396.266666666667,5.0,31.0,AITraining
38944,RegionC,RegionC,2387,2387.0,2390.1,5.0,91.0,AITraining
39010,RegionD,RegionD,2379,2379.0,2379.333333333333,5.0,86.0,AITraining
39262,RegionE,RegionE,2378,2378.0,2378.4333333333334,5.0,103.0,AITraining
39318,RegionA,RegionA,2389,2389.0,2391.75,5.0,21.0,BatchInference
39380,RegionB,RegionB,2391,2391.0,2391.733333333333,5.0,3.0,RealTimeInference
39397,RegionA,RegionA,2390,2390.0,2396.4666666666667,5.0,7.0,BatchInference
39468,RegionA,RegionA,2394,2394.0,2395.116666666667,5.0,16.0,BatchInference
39597,RegionD,RegionD,2386,2386.0,2391.583333333333,5.0,17.0,BatchInference
39629,RegionD,RegionD,2397,2397.0,2397.3166666666666,5.0,5.0,BatchInference
39669,RegionE,RegionE,2394,2394.0,2398.5333333333333,5.0,77.0,AITraining
39748,RegionC,RegionC,2381,2381.0,2384.35,5.0,1.0,RealTimeInference
39773,RegionE,RegionE,2395,2395.0,2395.5666666666666,5.0,33.0,AITraining
39788,RegionC,RegionC,2399,2399.0,2403.383333333333,5.0,7.0,RealTimeInference
39791,RegionB,RegionB,2377,2377.0,2381.7833333333333,5.0,4.0,BatchInference
39924,RegionC,RegionC,2382,2382.0,2384.6,5.0,4.0,BatchInference
40341,RegionA,RegionA,2396,2396.0,2402.4333333333334,5.0,2.0,RealTimeInference
40375,RegionA,RegionA,2398,2398.0,2399.333333333333,5.0,4.0,RealTimeInference
40446,RegionA,RegionA,2387,2387.0,2387.5333333333333,5.0,9.0,BatchInference
40505,RegionA,RegionA,2396,2396.0,2402.333333333333,5.0,6.0,BatchInference
40539,RegionB,RegionB,2388,2388.0,2390.2,5.0,10.0,BatchInference
40554,RegionB,RegionB,2386,2386.0,2392.2,5.0,5.0,RealTimeInference
40594,RegionC,RegionC,2386,2386.0,2392.083333333333,5.0,2.0,RealTimeInference
40599,RegionB,RegionB,2395,2395.0,2395.833333333333,5.0,4.0,RealTimeInference
40802,RegionB,RegionB,2383,2383.0,2387.25,5.0,16.0,BatchInference
40831,RegionE,RegionE,2394,2394.0,2399.9166666666665,5.0,17.0,BatchInference
40898,RegionA,RegionA,2380,2380.0,2382.866666666667,5.0,122.0,AITraining
40966,RegionB,RegionB,2399,2399.0,2404.083333333333,5.0,20.0,BatchInference
41146,RegionF,RegionF,2394,2394.0,2395.7166666666667,5.0,57.0,AITraining
41247,RegionA,RegionA,2395,2395.0,2397.0666666666666,5.0,3.0,RealTimeInference
41298,RegionA,RegionA,2383,2383.0,2388.35,5.0,4.0,RealTimeInference
41348,RegionE,RegionE,2377,2377.0,2382.75,5.0,71.0,AITraining
41410,RegionB,RegionB,2391,2391.0,2397.5666666666666,5.0,23.0,AITraining
41413,RegionE,RegionE,2377,2377.0,2381.2,5.0,54.0,AITraining
41451,RegionA,RegionA,2399,2399.0,2405.6,5.0,4.0,RealTimeInference
41513,RegionC,RegionC,2381,2381.0,2383.383333333333,5.0,6.0,RealTimeInference
41737,RegionF,RegionF,2387,2387.0,2393.0666666666666,5.0,21.0,AITraining
41891,RegionC,RegionC,2385,2385.0,2387.65,5.0,15.0,BatchInference
41926,RegionC,RegionC,2376,2376.0,2379.6833333333334,5.0,6.0,RealTimeInference
41990,RegionD,RegionD,2393,2393.0,2393.4166666666665,5.0,22.0,AITraining
42007,RegionA,RegionA,2388,2388.0,2390.733333333333,5.0,21.0,BatchInference
42018,RegionF,RegionF,2394,2394.0,2397.5666666666666,5.0,64.0,AITraining
42169,RegionF,RegionF,2376,2376.0,2381.9333333333334,5.0,58.0,AITraining
42220,RegionB,RegionB,2397,2397.0,2397.266666666667,5.0,2.0,RealTimeInference
42258,RegionB,RegionB,2394,2394.0,2396.733333333333,5.0,6.0,RealTimeInference
42499,RegionB,RegionB,2381,2381.0,2387.1,5.0,71.0,AITraining
42578,RegionC,RegionC,2399,2399.0,2402.9166666666665,5.0,37.0,AITraining
42642,RegionC,RegionC,2382,2382.0,2385.5,5.0,1.0,RealTimeInference
42663,RegionA,RegionA,2388,2388.0,2394.233333333333,5.0,7.0,BatchInference
42958,RegionA,RegionA,2395,2395.0,2401.016666666667,5.0,19.0,BatchInference
43032,RegionB,RegionB,2388,2388.0,2390.2833333333333,5.0,1.0,RealTimeInference
43047,RegionB,RegionB,2383,2383.0,2385.0333333333333,5.0,5.0,RealTimeInference
43153,RegionF,RegionF,2385,2385.0,2386.3166666666666,5.0,36.0,AITraining
43240,RegionA,RegionA,2381,2381.0,2387.583333333333,5.0,7.0,RealTimeInference
43266,RegionA,RegionA,2388,2388.0,2388.983333333333,5.0,103.0,AITraining
43380,RegionD,RegionD,2380,2380.0,2381.2166666666667,5.0,50.0,AITraining
43423,RegionF,RegionF,2398,2398.0,2403.5,5.0,122.0,AITraining
43463,RegionA,RegionA,2388,2388.0,2389.333333333333,5.0,10.0,BatchInference
43531,RegionC,RegionC,2393,2393.0,2395.4666666666667,5.0,18.0,BatchInference
43668,RegionB,RegionB,2380,2380.0,2382.833333333333,5.0,19.0,BatchInference
43690,RegionE,RegionE,2377,2377.0,2380.133333333333,5.0,102.0,AITraining
43786,RegionB,RegionB,2399,2399.0,2401.1,5.0,17.0,BatchInference
43953,RegionE,RegionE,2386,2386.0,2388.7,5.0,17.0,BatchInference
43993,RegionE,RegionE,2396,2396.0,2399.6666666666665,5.0,16.0,BatchInference
44279,RegionB,RegionB,2377,2377.0,2379.85,5.0,1.0,RealTimeInference
44439,RegionE,RegionE,2399,2399.0,2404.616666666667,5.0,6.0,BatchInference
44602,RegionC,RegionC,2393,2393.0,2398.6666666666665,5.0,4.0,RealTimeInference
44811,RegionB,RegionB,2392,2392.0,2397.5666666666666,5.0,2.0,RealTimeInference
44983,RegionF,RegionF,2384,2384.0,2388.983333333333,5.0,80.0,AITraining
45061,RegionC,RegionC,2383,2383.0,2387.2,5.0,2.0,RealTimeInference
45156,RegionA,RegionA,2388,2388.0,2393.0333333333333,5.0,9.0,BatchInference
45172,RegionE,RegionE,2380,2380.0,2382.333333333333,5.0,73.0,AITraining
45363,RegionC,RegionC,2391,2391.0,2396.083333333333,5.0,2.0,RealTimeInference
45404,RegionF,RegionF,2380,2380.0,2382.25,5.0,74.0,AITraining
45529,RegionA,RegionA,2393,2393.0,2399.1,5.0,4.0,RealTimeInference
45583,RegionB,RegionB,2389,2389.0,2394.5333333333333,5.0,13.0,BatchInference
45584,RegionC,RegionC,2378,2378.0,2380.6833333333334,5.0,21.0,BatchInference
45731,RegionE,RegionE,2391,2391.0,2395.2,5.0,14.0,BatchInference
45742,RegionC,RegionC,2385,2385.0,2391.366666666667,5.0,20.0,BatchInference
45743,RegionB,RegionB,2377,2377.0,2383.5333333333333,5.0,2.0,RealTimeInference
45771,RegionF,RegionF,2383,2383.0,2387.616666666667,5.0,77.0,AITraining
45879,RegionB,RegionB,2383,2383.0,2387.383333333333,5.0,3.0,RealTimeInference
45887,RegionD,RegionD,2394,2394.0,2399.4333333333334,5.0,10.0,BatchInference
45986,RegionD,RegionD,2395,2395.0,2399.1833333333334,5.0,20.0,BatchInference
46011,RegionE,RegionE,2395,2395.0,2396.9666666666667,5.0,66.0,AITraining
46028,RegionA,RegionA,2397,2397.0,2398.116666666667,5.0,22.0,BatchInference
46184,RegionF,RegionF,2396,2396.0,2402.5,5.0,99.0,AITraining
46192,RegionB,RegionB,2386,2386.0,2389.3,5.0,113.0,AITraining
46280,RegionE,RegionE,2381,2381.0,2386.8,5.0,76.0,AITraining
46424,RegionD,RegionD,2390,2390.0,2396.0666666666666,5.0,120.0,AITraining
46582,RegionE,RegionE,2384,2384.0,2385.05,5.0,33.0,AITraining
46688,RegionE,RegionE,2378,2378.0,2378.4666666666667,5.0,50.0,AITraining
46818,RegionC,RegionC,2397,2397.0,2399.833333333333,5.0,16.0,BatchInference
46823,RegionD,RegionD,2398,2398.0,2400.983333333333,5.0,109.0,AITraining
46875,RegionB,RegionB,2385,2385.0,2391.1666666666665,5.0,18.0,BatchInference
46876,RegionB,RegionB,2380,2380.0,2382.85,5.0,3.0,RealTimeInference
46942,RegionC,RegionC,2399,2399.0,2404.7,5.0,11.0,BatchInference
47013,RegionD,RegionD,2389,2389.0,2389.1666666666665,5.0,67.0,AITraining
47090,RegionF,RegionF,2392,2392.0,2397.2166666666667,5.0,98.0,AITraining
47260,RegionD,RegionD,2395,2395.0,2398.483333333333,5.0,3.0,RealTimeInference
47419,RegionC,RegionC,2382,2382.0,2384.25,5.0,67.0,AITraining
47435,RegionE,RegionE,2397,2397.0,2403.516666666667,5.0,28.0,AITraining
47509,RegionF,RegionF,2381,2382.0,2384.633333333333,5.0,71.0,AITraining
47613,RegionD,RegionD,2380,2380.0,2385.333333333333,5.0,22.0,BatchInference
47787,RegionB,RegionB,2392,2392.0,2395.2166666666667,5.0,8.0,BatchInference
47967,RegionD,RegionD,2390,2390.0,2393.1833333333334,5.0,20.0,BatchInference
47993,RegionC,RegionC,2377,2377.0,2378.4666666666667,5.0,4.0,RealTimeInference
47997,RegionA,RegionA,2384,2384.0,2388.0666666666666,5.0,6.0,RealTimeInference
48004,RegionA,RegionA,2389,2389.0,2389.833333333333,5.0,6.0,RealTimeInference
48007,RegionC,RegionC,2386,2386.0,2390.266666666667,5.0,2.0,RealTimeInference
48396,RegionA,RegionA,2386,2386.0,2388.6833333333334,5.0,2.0,RealTimeInference
48528,RegionD,RegionD,2398,2398.0,2399.516666666667,5.0,36.0,AITraining
48579,RegionF,RegionF,2399,2399.0,2401.5,5.0,119.0,AITraining
48651,RegionF,RegionF,2393,2393.0,2394.233333333333,5.0,14.0,BatchInference
48837,RegionD,RegionD,2396,2396.0,2399.85,5.0,23.0,AITraining
49049,RegionB,RegionB,2377,2377.0,2378.633333333333,5.0,3.0,RealTimeInference
49227,RegionC,RegionC,2396,2396.0,2401.25,5.0,3.0,RealTimeInference
49336,RegionB,RegionB,2382,2382.0,2387.4166666666665,5.0,8.0,BatchInference
49525,RegionB,RegionB,2399,2399.0,2402.116666666667,5.0,16.0,BatchInference
49550,RegionA,RegionA,2397,2397.0,2399.0,5.0,120.0,AITraining
49575,RegionF,RegionF,2397,2397.0,2400.2166666666667,5.0,27.0,AITraining
49609,RegionA,RegionA,2397,2397.0,2398.1666666666665,5.0,38.0,AITraining
49617,RegionA,RegionA,2395,2395.0,2399.266666666667,5.0,3.0,RealTimeInference
49640,RegionE,RegionE,2395,2395.0,2399.05,5.0,54.0,AITraining
49684,RegionB,RegionB,2391,2391.0,2392.75,5.0,1.0,RealTimeInference
49940,RegionB,RegionB,2376,2376.0,2377.55,5.0,6.0,RealTimeInference
49968,RegionE,RegionE,2384,2384.0,2387.866666666667,5.0,120.0,AITraining
