Hour,Region,AI_IT_Load_MW,NonAI_IT_Load_MW,IT_Load_MW,Total_Load_MW,GridPurchase_MW,GridSell_MW,GridLoad_MW,GridCharge_MW,RenewableDirect_MW,RenewableCharge_MW,RenewableSell_MW,Curtailment_MW,ChargePower_MW,DischargePower_MW,SOC_MWh
2185,RegionA,41.1406666667,348.149333,389.2899996667,525.541499550045,0.0,0.0,0.0,0.0,525.541499550045,-0.0,0.0,62.32850044995496,0.0,0.0,64.5
2186,RegionA,38.408,364.792,403.2,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,105.67999999999995,0.0,0.0,64.5
2187,RegionA,34.538,368.662,403.2,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,178.02999999999997,0.0,0.0,64.5
2188,RegionA,26.433,376.767,403.2,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,255.67999999999995,0.0,0.0,64.5
2189,RegionA,15.0313333333,388.168667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,333.32999955004493,0.0,0.0,64.5
2190,RegionA,18.9186666667,384.281333,403.1999996667,544.319999550045,0.0,0.0,0.0,0.0,544.319999550045,0.0,0.0,405.68000044995495,0.0,0.0,64.5
2191,RegionA,21.052,382.148,403.20000000000005,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,467.80999999999995,0.0,0.0,64.5
2192,RegionA,24.4946666667,378.705333,403.1999996667,544.319999550045,0.0,0.0,0.0,0.0,544.319999550045,0.0,0.0,515.4900004499549,0.0,0.0,64.5
2193,RegionA,50.1603333333,353.039667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,545.4599995500449,0.0,0.0,64.5
2194,RegionA,45.9146666667,357.285333,403.19999966669997,544.3199995500449,0.0,0.0,0.0,0.0,544.3199995500449,0.0,0.0,555.6800004499551,0.0,0.0,64.5
2195,RegionA,43.515,348.265,391.78,528.903,0.0,0.0,0.0,0.0,528.903,0.0,0.0,560.877,0.0,0.0,64.5
2196,RegionA,52.976,289.894,342.87,462.8745,0.0,0.0,0.0,0.0,462.8745,0.0,0.0,596.9354999999999,0.0,0.0,64.5
2197,RegionA,63.3326666667,263.337333,326.6699996667,441.004499550045,0.0,0.0,0.0,0.0,441.004499550045,0.0,0.0,571.125500449955,0.0,0.0,64.5
2198,RegionA,45.2193333333,271.711667,316.93100033329995,427.85685044995495,0.0,0.0,0.0,0.0,427.85685044995495,0.0,0.0,522.1431495500451,0.0,0.0,64.5
2199,RegionA,39.3176666667,246.146333,285.4639996667,385.376399550045,0.0,0.0,0.0,0.0,385.376399550045,0.0,0.0,492.273600449955,0.0,0.0,64.5
2200,RegionA,38.2713333333,231.848667,270.1200003333,364.6620004499551,0.0,0.0,0.0,0.0,364.6620004499551,0.0,0.0,435.3379995500449,0.0,0.0,64.5
2201,RegionA,60.3053333333,173.244667,233.55000033329998,315.292500449955,0.0,0.0,0.0,0.0,315.292500449955,0.0,0.0,407.057499550045,0.0,0.0,64.5
2202,RegionA,40.594,186.196,226.79,306.1665,0.0,0.0,0.0,0.0,306.1665,0.0,0.0,343.8335,0.0,0.0,64.5
2203,RegionA,51.1993333333,182.490667,233.6900003333,315.48150044995504,0.0,0.0,0.0,0.0,315.48150044995504,0.0,0.0,272.38849955004497,0.0,0.0,64.5
2204,RegionA,48.8206666667,206.539333,255.3599996667,344.735999550045,0.0,0.0,0.0,0.0,344.735999550045,0.0,0.0,195.45400044995506,0.0,0.0,64.5
2205,RegionA,44.59,229.98,274.57,370.6695,0.0,0.0,0.0,0.0,370.6695,0.0,0.0,139.5505,0.0,0.0,64.5
2206,RegionA,56.8526666667,245.367333,302.2199996667,407.996999550045,0.0,0.0,0.0,0.0,407.996999550045,-0.0,0.0,92.00300044995498,0.0,0.0,64.5
2207,RegionA,48.864,266.406,315.27,425.6145,0.0,0.0,0.0,0.0,425.6145,-0.0,0.0,84.6055,0.0,0.0,64.5
2208,RegionA,39.933,339.867,379.8,512.73,0.0,0.0,0.0,0.0,512.73,0.0,0.0,27.460000000000036,0.0,0.0,64.5
2209,RegionA,17.8473333333,357.392667,375.24000033330003,506.57400044995507,0.0,0.0,0.0,0.0,506.57400044995507,-0.0,0.0,81.29599955004494,0.0,0.0,64.5
2210,RegionA,16.1313333333,377.328667,393.4600003333,531.171000449955,0.0,0.0,0.0,0.0,531.171000449955,0.0,0.0,118.82899955004495,0.0,0.0,64.5
2211,RegionA,16.06,387.14,403.2,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,178.02999999999997,0.0,0.0,64.5
2212,RegionA,29.6526666667,373.547333,403.19999966669997,544.3199995500449,0.0,0.0,0.0,0.0,544.3199995500449,0.0,0.0,255.68000044995506,0.0,0.0,64.5
2213,RegionA,36.508,366.692,403.2,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,333.3299999999999,0.0,0.0,64.5
2214,RegionA,12.7996666667,390.400333,403.19999966669997,544.3199995500449,0.0,0.0,0.0,0.0,544.3199995500449,0.0,0.0,405.68000044995506,0.0,0.0,64.5
2215,RegionA,10.1253333333,393.074667,403.20000033329995,544.3200004499549,0.0,0.0,0.0,0.0,544.3200004499549,0.0,0.0,467.80999955004506,0.0,0.0,64.5
2216,RegionA,5.772,397.428,403.2,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,515.4899999999999,0.0,0.0,64.5
2217,RegionA,6.4293333333,396.770667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,545.4599995500449,0.0,0.0,64.5
2218,RegionA,7.4673333333,395.732667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,555.679999550045,0.0,0.0,64.5
2219,RegionA,18.28,384.92,403.20000000000005,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,545.4599999999999,0.0,0.0,64.5
2220,RegionA,20.2386666667,342.239333,362.4779996667,489.345299550045,0.0,0.0,0.0,0.0,489.345299550045,0.0,0.0,570.464700449955,0.0,0.0,64.5
2221,RegionA,20.326,312.164,332.49,448.86150000000004,0.0,0.0,0.0,0.0,448.86150000000004,0.0,0.0,563.2684999999999,0.0,0.0,64.5
2222,RegionA,17.552,301.14,318.692,430.23420000000004,0.0,0.0,0.0,0.0,430.23420000000004,0.0,0.0,519.7657999999999,0.0,0.0,64.5
2223,RegionA,22.9146666667,249.932333,272.8469996667,368.343449550045,0.0,0.0,0.0,0.0,368.343449550045,0.0,0.0,509.30655044995495,0.0,0.0,64.5
2224,RegionA,9.1586666667,244.911333,254.06999966670003,342.9944995500451,0.0,0.0,0.0,0.0,342.9944995500451,0.0,0.0,457.0055004499549,0.0,0.0,64.5
2225,RegionA,13.1573333333,204.982667,218.14000033329998,294.489000449955,0.0,0.0,0.0,0.0,294.489000449955,0.0,0.0,427.86099955004505,0.0,0.0,64.5
2226,RegionA,15.2903333333,218.229667,233.5200003333,315.252000449955,0.0,0.0,0.0,0.0,315.252000449955,0.0,0.0,334.747999550045,0.0,0.0,64.5
2227,RegionA,14.0946666667,227.075333,241.1699996667,325.579499550045,0.0,0.0,0.0,0.0,325.579499550045,0.0,0.0,262.290500449955,0.0,0.0,64.5
2228,RegionA,13.8113333333,237.278667,251.09000033330003,338.97150044995504,0.0,0.0,0.0,0.0,338.97150044995504,0.0,0.0,201.218499550045,0.0,0.0,64.5
2229,RegionA,11.7976666667,262.162333,273.9599996667,369.84599955004506,0.0,0.0,0.0,0.0,369.84599955004506,0.0,0.0,140.37400044995496,0.0,0.0,64.5
2230,RegionA,18.3643333333,287.565667,305.93000033330003,413.0055004499551,0.0,0.0,0.0,0.0,413.0055004499551,0.0,0.0,86.9944995500449,0.0,0.0,64.5
2231,RegionA,16.724,291.006,307.72999999999996,415.4355,0.0,0.0,0.0,0.0,415.4355,0.0,0.0,94.78450000000004,0.0,0.0,64.5
2232,RegionA,12.776,369.424,382.2,515.97,0.0,0.0,0.0,0.0,515.97,0.0,0.0,24.220000000000027,0.0,0.0,64.5
2233,RegionA,20.144,367.176,387.32,522.8820000000001,0.0,0.0,0.0,0.0,522.8820000000001,0.0,0.0,64.98799999999994,0.0,0.0,64.5
2234,RegionA,23.2853333333,379.914667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,105.67999955004495,0.0,0.0,64.5
2235,RegionA,22.1813333333,381.018667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,178.02999955004498,0.0,0.0,64.5
2236,RegionA,25.3033333333,377.896667,403.20000033329995,544.3200004499549,0.0,0.0,0.0,0.0,544.3200004499549,0.0,0.0,255.67999955004507,0.0,0.0,64.5
2237,RegionA,21.6106666667,381.589333,403.1999996667,544.319999550045,0.0,0.0,0.0,0.0,544.319999550045,0.0,0.0,333.3300004499549,0.0,0.0,64.5
2238,RegionA,11.916,391.284,403.2,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,405.67999999999995,0.0,0.0,64.5
2239,RegionA,17.9273333333,385.272667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,467.80999955004495,0.0,0.0,64.5
2240,RegionA,17.0756666667,386.124333,403.19999966669997,544.3199995500449,0.0,0.0,0.0,0.0,544.3199995500449,0.0,0.0,515.490000449955,0.0,0.0,64.5
2241,RegionA,32.8826666667,370.317333,403.1999996667,544.319999550045,0.0,0.0,0.0,0.0,544.319999550045,0.0,0.0,545.4600004499549,0.0,0.0,64.5
2242,RegionA,24.3473333333,378.852667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,555.679999550045,0.0,0.0,64.5
2243,RegionA,20.6186666667,368.861333,389.4799996667,525.797999550045,0.0,0.0,0.0,0.0,525.797999550045,0.0,0.0,563.982000449955,0.0,0.0,64.5
2244,RegionA,15.5213333333,319.508667,335.0300003333,452.290500449955,0.0,0.0,0.0,0.0,452.290500449955,0.0,0.0,607.5194995500449,0.0,0.0,64.5
2245,RegionA,39.4963333333,309.560667,349.05700033330004,471.2269504499551,0.0,0.0,0.0,0.0,471.2269504499551,0.0,0.0,540.9030495500449,0.0,0.0,64.5
2246,RegionA,38.5596666667,270.574333,309.1339996667,417.330899550045,0.0,0.0,0.0,0.0,417.330899550045,0.0,0.0,532.6691004499551,0.0,0.0,64.5
2247,RegionA,26.9023333333,243.606667,270.5090003333,365.18715044995497,0.0,0.0,0.0,0.0,365.18715044995497,0.0,0.0,512.462849550045,0.0,0.0,64.5
2248,RegionA,18.6476666667,238.342333,256.9899996667,346.936499550045,0.0,0.0,0.0,0.0,346.936499550045,0.0,0.0,453.063500449955,0.0,0.0,64.5
2249,RegionA,32.428,202.662,235.09,317.3715,0.0,0.0,0.0,0.0,317.3715,0.0,0.0,404.9785,0.0,0.0,64.5
2250,RegionA,26.056,229.554,255.61,345.0735,0.0,0.0,0.0,0.0,345.0735,0.0,0.0,304.9265,0.0,0.0,64.5
2251,RegionA,28.8733333333,232.956667,261.8300003333,353.470500449955,0.0,0.0,0.0,0.0,353.470500449955,0.0,0.0,234.399499550045,0.0,0.0,64.5
2252,RegionA,36.0906666667,202.239333,238.3299996667,321.745499550045,0.0,0.0,0.0,0.0,321.745499550045,0.0,0.0,218.44450044995506,0.0,0.0,64.5
2253,RegionA,41.2253333333,238.154667,279.3800003333,377.16300044995506,0.0,0.0,0.0,0.0,377.16300044995506,0.0,0.0,133.05699955004496,0.0,0.0,64.5
2254,RegionA,29.833,255.997,285.83000000000004,385.8705000000001,0.0,0.0,0.0,0.0,385.8705000000001,0.0,0.0,114.1294999999999,0.0,0.0,64.5
2255,RegionA,52.887,281.983,334.87,452.07450000000006,0.0,0.0,0.0,0.0,452.07450000000006,0.0,0.0,58.14549999999997,0.0,0.0,64.5
2256,RegionA,83.306,283.414,366.71999999999997,495.072,0.0,0.0,0.0,0.0,495.072,-0.0,0.0,45.11800000000005,0.0,0.0,64.5
2257,RegionA,74.3406666667,270.019333,344.3599996667,464.885999550045,0.0,0.0,0.0,0.0,464.885999550045,0.0,0.0,122.98400044995498,0.0,0.0,64.5
2258,RegionA,55.796,320.834,376.63,508.45050000000003,0.0,0.0,0.0,0.0,508.45050000000003,0.0,0.0,141.54949999999997,0.0,0.0,64.5
2259,RegionA,49.2373333333,353.962667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,178.02999955004498,0.0,0.0,64.5
2260,RegionA,44.6376666667,358.562333,403.1999996667,544.319999550045,0.0,0.0,0.0,0.0,544.319999550045,0.0,0.0,255.68000044995495,0.0,0.0,64.5
2261,RegionA,20.5293333333,382.670667,403.20000033329995,544.3200004499549,0.0,0.0,0.0,0.0,544.3200004499549,0.0,0.0,333.32999955004504,0.0,0.0,64.5
2262,RegionA,10.273,392.927,403.20000000000005,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,405.67999999999995,0.0,0.0,64.5
2263,RegionA,23.0956666667,380.104333,403.1999996667,544.319999550045,0.0,0.0,0.0,0.0,544.319999550045,0.0,0.0,467.81000044995494,0.0,0.0,64.5
2264,RegionA,24.059,379.141,403.20000000000005,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,515.4899999999999,0.0,0.0,64.5
2265,RegionA,13.7466666667,389.453333,403.19999966669997,544.3199995500449,0.0,0.0,0.0,0.0,544.3199995500449,0.0,0.0,545.460000449955,0.0,0.0,64.5
2266,RegionA,14.3813333333,388.818667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,555.679999550045,0.0,0.0,64.5
2267,RegionA,9.323,374.217,383.53999999999996,517.779,0.0,0.0,0.0,0.0,517.779,0.0,0.0,572.001,0.0,0.0,64.5
2268,RegionA,10.827,330.753,341.58,461.133,0.0,0.0,0.0,0.0,461.133,0.0,0.0,598.6769999999999,0.0,0.0,64.5
2269,RegionA,24.176,306.864,331.03999999999996,446.904,0.0,0.0,0.0,0.0,446.904,0.0,0.0,565.226,0.0,0.0,64.5
2270,RegionA,30.364,288.555,318.919,430.54065,0.0,0.0,0.0,0.0,430.54065,0.0,0.0,519.45935,0.0,0.0,64.5
2271,RegionA,8.9186666667,273.981333,282.8999996667,381.914999550045,0.0,0.0,0.0,0.0,381.914999550045,0.0,0.0,495.73500044995495,0.0,0.0,64.5
2272,RegionA,10.7456666667,255.784333,266.5299996667,359.81549955004505,0.0,0.0,0.0,0.0,359.81549955004505,0.0,0.0,440.18450044995495,0.0,0.0,64.5
2273,RegionA,8.2566666667,225.173333,233.4299996667,315.13049955004504,0.0,0.0,0.0,0.0,315.13049955004504,0.0,0.0,407.219500449955,0.0,0.0,64.5
2274,RegionA,25.8786666667,201.841333,227.7199996667,307.42199955004503,0.0,0.0,0.0,0.0,307.42199955004503,0.0,0.0,342.57800044995497,0.0,0.0,64.5
2275,RegionA,42.718,184.412,227.13,306.6255,0.0,0.0,0.0,0.0,306.6255,0.0,0.0,281.2445,0.0,0.0,64.5
2276,RegionA,38.286,214.604,252.89000000000001,341.40150000000006,0.0,0.0,0.0,0.0,341.40150000000006,0.0,0.0,198.7885,0.0,0.0,64.5
2277,RegionA,44.3013333333,224.438667,268.74000033330003,362.7990004499551,0.0,0.0,0.0,0.0,362.7990004499551,0.0,0.0,147.42099955004494,0.0,0.0,64.5
2278,RegionA,40.6066666667,257.653333,298.25999966669997,402.65099955004496,0.0,0.0,0.0,0.0,402.65099955004496,-0.0,0.0,97.34900044995504,0.0,0.0,64.5
2279,RegionA,39.412,267.128,306.53999999999996,413.82899999999995,0.0,0.0,0.0,0.0,413.82899999999995,0.0,0.0,96.39100000000008,0.0,0.0,64.5
2280,RegionA,38.298,313.262,351.56,474.60600000000005,0.0,0.0,0.0,0.0,474.60600000000005,0.0,0.0,65.584,0.0,0.0,64.5
2281,RegionA,29.9136666667,335.726333,365.6399996667,493.61399955004504,0.0,0.0,0.0,0.0,493.61399955004504,0.0,0.0,94.25600044995497,0.0,0.0,64.5
2282,RegionA,12.682,370.778,383.46000000000004,517.671,0.0,0.0,0.0,0.0,517.671,0.0,0.0,132.32899999999995,0.0,0.0,64.5
2283,RegionA,9.168,394.032,403.2,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,178.02999999999997,0.0,0.0,64.5
2284,RegionA,11.364,391.836,403.2,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,255.67999999999995,0.0,0.0,64.5
2285,RegionA,10.358,392.842,403.2,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,333.3299999999999,0.0,0.0,64.5
2286,RegionA,8.7866666667,394.413333,403.1999996667,544.319999550045,0.0,0.0,0.0,0.0,544.319999550045,0.0,0.0,405.68000044995495,0.0,0.0,64.5
2287,RegionA,4.9133333333,398.286667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,467.80999955004495,0.0,0.0,64.5
2288,RegionA,5.2363333333,397.963667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,515.4899995500449,0.0,0.0,64.5
2289,RegionA,3.5613333333,399.638667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,545.4599995500449,0.0,0.0,64.5
2290,RegionA,7.421,395.779,403.2,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,555.68,0.0,0.0,64.5
2291,RegionA,15.1533333333,366.466667,381.62000033329997,515.187000449955,0.0,0.0,0.0,0.0,515.187000449955,0.0,0.0,574.592999550045,0.0,0.0,64.5
2292,RegionA,15.9106666667,340.839333,356.74999966670003,481.6124995500451,0.0,0.0,0.0,0.0,481.6124995500451,0.0,0.0,578.1975004499549,0.0,0.0,64.5
2293,RegionA,16.2886666667,328.051333,344.3399996667,464.85899955004504,0.0,0.0,0.0,0.0,464.85899955004504,0.0,0.0,547.271000449955,0.0,0.0,64.5
2294,RegionA,33.255,286.406,319.661,431.54235000000006,0.0,0.0,0.0,0.0,431.54235000000006,0.0,0.0,518.45765,0.0,0.0,64.5
2295,RegionA,42.3696666667,244.948333,287.31799966669996,387.87929955004495,0.0,0.0,0.0,0.0,387.87929955004495,0.0,0.0,489.77070044995503,0.0,0.0,64.5
2296,RegionA,32.367,213.762,246.129,332.27415,0.0,0.0,0.0,0.0,332.27415,0.0,0.0,467.72585,0.0,0.0,64.5
2297,RegionA,17.7983333333,241.931667,259.7300003333,350.635500449955,0.0,0.0,0.0,0.0,350.635500449955,0.0,0.0,371.71449955004505,0.0,0.0,64.5
2298,RegionA,16.944,221.886,238.82999999999998,322.4205,0.0,0.0,0.0,0.0,322.4205,0.0,0.0,327.5795,0.0,0.0,64.5
2299,RegionA,43.5883333333,200.081667,243.6700003333,328.95450044995505,0.0,0.0,0.0,0.0,328.95450044995505,0.0,0.0,258.91549955004496,0.0,0.0,64.5
2300,RegionA,47.0313333333,208.488667,255.5200003333,344.95200044995505,0.0,0.0,0.0,0.0,344.95200044995505,0.0,0.0,195.237999550045,0.0,0.0,64.5
2301,RegionA,33.02,240.88,273.9,369.765,0.0,0.0,0.0,0.0,369.765,0.0,0.0,140.45500000000004,0.0,0.0,64.5
2302,RegionA,13.8226666667,301.127333,314.9499996667,425.18249955004507,0.0,0.0,0.0,0.0,425.18249955004507,-0.0,0.0,74.81750044995493,0.0,0.0,64.5
2303,RegionA,12.4146666667,302.005333,314.4199996667,424.46699955004505,0.0,0.0,0.0,0.0,424.46699955004505,-0.0,0.0,85.75300044995498,0.0,0.0,64.5
2304,RegionA,10.86,337.02,347.88,469.63800000000003,0.0,0.0,0.0,0.0,469.63800000000003,0.0,0.0,70.55200000000002,0.0,0.0,64.5
2305,RegionA,9.4853333333,376.244667,385.7300003333,520.735500449955,0.0,0.0,0.0,0.0,520.735500449955,0.0,0.0,67.134499550045,0.0,0.0,64.5
2306,RegionA,18.163,370.437,388.6,524.61,0.0,0.0,0.0,0.0,524.61,0.0,0.0,125.38999999999999,0.0,0.0,64.5
2307,RegionA,25.064,378.136,403.20000000000005,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,178.02999999999997,0.0,0.0,64.5
2308,RegionA,7.3493333333,395.850667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,255.67999955004495,0.0,0.0,64.5
2309,RegionA,5.6746666667,397.525333,403.19999966669997,544.3199995500449,0.0,0.0,0.0,0.0,544.3199995500449,0.0,0.0,333.33000044995504,0.0,0.0,64.5
2310,RegionA,12.1133333333,391.086667,403.20000033329995,544.3200004499549,0.0,0.0,0.0,0.0,544.3200004499549,0.0,0.0,405.67999955004507,0.0,0.0,64.5
2311,RegionA,11.8253333333,391.374667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,467.80999955004495,0.0,0.0,64.5
2312,RegionA,11.0613333333,392.138667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,515.4899995500449,0.0,0.0,64.5
2313,RegionA,11.51,391.69,403.2,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,545.4599999999999,0.0,0.0,64.5
2314,RegionA,9.9846666667,385.345333,395.32999966669996,533.6954995500449,0.0,0.0,0.0,0.0,533.6954995500449,0.0,0.0,566.3045004499551,0.0,0.0,64.5
2315,RegionA,8.644,356.366,365.01,492.7635,0.0,0.0,0.0,0.0,492.7635,0.0,0.0,597.0165,0.0,0.0,64.5
2316,RegionA,9.6826666667,334.419333,344.1019996667,464.53769955004503,0.0,0.0,0.0,0.0,464.53769955004503,0.0,0.0,595.2723004499549,0.0,0.0,64.5
2317,RegionA,7.172,321.578,328.75,443.81250000000006,0.0,0.0,0.0,0.0,443.81250000000006,0.0,0.0,568.3174999999999,0.0,0.0,64.5
2318,RegionA,10.2766666667,311.289333,321.5659996667,434.11409955004507,0.0,0.0,0.0,0.0,434.11409955004507,0.0,0.0,515.885900449955,0.0,0.0,64.5
2319,RegionA,13.5293333333,268.040667,281.57000033329996,380.11950044995496,0.0,0.0,0.0,0.0,380.11950044995496,0.0,0.0,497.530499550045,0.0,0.0,64.5
2320,RegionA,22.92,230.882,253.80200000000002,342.63270000000006,0.0,0.0,0.0,0.0,342.63270000000006,0.0,0.0,457.36729999999994,0.0,0.0,64.5
2321,RegionA,19.2373333333,221.382667,240.6200003333,324.83700044995504,0.0,0.0,0.0,0.0,324.83700044995504,0.0,0.0,397.512999550045,0.0,0.0,64.5
2322,RegionA,18.2306666667,228.439333,246.6699996667,333.004499550045,0.0,0.0,0.0,0.0,333.004499550045,0.0,0.0,316.995500449955,0.0,0.0,64.5
2323,RegionA,15.91,223.88,239.79,323.7165,0.0,0.0,0.0,0.0,323.7165,0.0,0.0,264.1535,0.0,0.0,64.5
2324,RegionA,13.9333333333,232.096667,246.0300003333,332.140500449955,0.0,0.0,0.0,0.0,332.140500449955,0.0,0.0,208.04949955004503,0.0,0.0,64.5
2325,RegionA,10.8053333333,263.604667,274.4100003333,370.453500449955,0.0,0.0,0.0,0.0,370.453500449955,0.0,0.0,139.766499550045,0.0,0.0,64.5
2326,RegionA,10.743,291.847,302.59,408.49649999999997,0.0,0.0,0.0,0.0,408.49649999999997,0.0,0.0,91.50350000000003,0.0,0.0,64.5
2327,RegionA,20.13,311.21,331.34,447.30899999999997,0.0,0.0,0.0,0.0,447.30899999999997,0.0,0.0,62.91100000000006,0.0,0.0,64.5
2328,RegionA,15.4113333333,343.678667,359.0900003333,484.77150044995506,0.0,0.0,0.0,0.0,484.77150044995506,0.0,0.0,55.418499550045,0.0,0.0,64.5
2329,RegionA,12.0186666667,360.921333,372.93999966670003,503.46899955004506,0.0,0.0,0.0,0.0,503.46899955004506,0.0,0.0,84.40100044995495,0.0,0.0,64.5
2330,RegionA,9.228,388.012,397.24,536.274,0.0,0.0,0.0,0.0,536.274,0.0,0.0,113.726,0.0,0.0,64.5
2331,RegionA,7.9386666667,395.261333,403.19999966669997,544.3199995500449,0.0,0.0,0.0,0.0,544.3199995500449,0.0,0.0,178.03000044995508,0.0,0.0,64.5
2332,RegionA,11.34,391.86,403.2,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,255.67999999999995,0.0,0.0,64.5
2333,RegionA,10.1353333333,393.064667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,333.32999955004493,0.0,0.0,64.5
2334,RegionA,9.368,393.832,403.2,544.32,0.0,0.0,0.0,0.0,544.32,0.0,0.0,405.67999999999995,0.0,0.0,64.5
2335,RegionA,27.4053333333,375.794667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,467.80999955004495,0.0,0.0,64.5
2336,RegionA,48.6953333333,354.504667,403.20000033329995,544.3200004499549,0.0,0.0,0.0,0.0,544.3200004499549,0.0,0.0,515.489999550045,0.0,0.0,64.5
2337,RegionA,52.7293333333,350.470667,403.2000003333,544.320000449955,0.0,0.0,0.0,0.0,544.320000449955,0.0,0.0,545.4599995500449,0.0,0.0,64.5
2338,RegionA,62.2466666667,340.953333,403.19999966669997,544.3199995500449,0.0,0.0,0.0,0.0,544.3199995500449,0.0,0.0,555.6800004499551,0.0,0.0,64.5
2339,RegionA,75.8246666667,318.835333,394.6599996667,532.7909995500451,0.0,0.0,0.0,0.0,532.7909995500451,0.0,0.0,556.9890004499549,0.0,0.0,64.5
2340,RegionA,54.9946666667,298.105333,353.0999996667,476.684999550045,0.0,0.0,0.0,0.0,476.684999550045,0.0,0.0,583.125000449955,0.0,0.0,64.5
2341,RegionA,39.7433333333,285.200667,324.9440003333,438.674400449955,0.0,0.0,0.0,0.0,438.674400449955,0.0,0.0,573.455599550045,0.0,0.0,64.5
2342,RegionA,21.6873333333,306.151667,327.83900033329996,442.582650449955,0.0,0.0,0.0,0.0,442.582650449955,0.0,0.0,507.417349550045,0.0,0.0,64.5
2343,RegionA,14.9906666667,299.759333,314.74999966670003,424.9124995500451,0.0,0.0,0.0,0.0,424.9124995500451,0.0,0.0,452.7375004499549,0.0,0.0,64.5
2344,RegionA,29.1316666667,220.942333,250.0739996667,337.599899550045,0.0,0.0,0.0,0.0,337.599899550045,0.0,0.0,462.400100449955,0.0,0.0,64.5
2345,RegionA,26.9233333333,194.586667,221.5100003333,299.03850044995505,0.0,0.0,0.0,0.0,299.03850044995505,0.0,0.0,423.31149955004497,0.0,0.0,64.5
2346,RegionA,15.66,208.58,224.24,302.72400000000005,0.0,0.0,0.0,0.0,302.72400000000005,0.0,0.0,347.27599999999995,0.0,0.0,64.5
2347,RegionA,9.9253333333,243.524667,253.45000033329998,342.157500449955,0.0,0.0,0.0,0.0,342.157500449955,0.0,0.0,245.71249955004498,0.0,0.0,64.5
2348,RegionA,7.1746666667,230.445333,237.6199996667,320.78699955004504,0.0,0.0,0.0,0.0,320.78699955004504,0.0,0.0,219.40300044995502,0.0,0.0,64.5
2349,RegionA,9.74,257.28,267.02,360.477,0.0,0.0,0.0,0.0,360.477,0.0,0.0,149.74300000000005,0.0,0.0,64.5
2350,RegionA,26.7066666667,266.843333,293.5499996667,396.292499550045,0.0,0.0,0.0,0.0,396.292499550045,0.0,0.0,103.70750044995498,0.0,0.0,64.5
2351,RegionA,25.1426666667,315.127333,340.2699996667,459.364499550045,0.0,0.0,0.0,0.0,459.364499550045,-0.0,0.0,50.855500449955,0.0,0.0,64.5
2352,RegionA,24.3,320.06,344.36,464.886,0.0,0.0,0.0,0.0,464.886,0.0,0.0,75.30400000000003,0.0,0.0,64.5
2353,RegionA,23.7356666667,357.614333,381.3499996667,514.822499550045,0.0,0.0,0.0,0.0,514.822499550045,0.0,0.0,73.04750044995501,0.0,0.0,64.5
